"country","Lat","Lon","Site","prev_above_0","date","genus","scientific","susceptibility","nativeStatus","nPos_FS","nNeg_FS","nDead_FS","nAlive_FS","nFatalUnk_FS","nPos_all","nNeg_all","nDead_all","nAlive_all","nFatalUnk_all","nPos_all_noFS","nNeg_all_noFS","nDead_all_noFS","nAlive_all_noFS","nFatalUnk_all_noFS","richness","sppAbun","siteAbun","temp_m2","temp_m1","temp_m","temp_wk3","temp_wk2","temp_wk1","temp_d4","temp_d","sMoist_m2","sMoist_m1","sMoist_m","sMoist_wk3","sMoist_wk2","sMoist_wk1","sMoist_d4","sMoist_d","precip_m2","precip_m1","precip_m","tmin_wc","tavg_wc","tmax_wc","prec_wc","bio1_wc","bio2_wc","bio3_wc","bio4_wc","bio5_wc","bio6_wc","bio7_wc","bio8_wc","bio9_wc","bio10_wc","bio11_wc","bio12_wc","bio13_wc","bio14_wc","bio15_wc","bio16_wc","bio17_wc","bio18_wc","bio19_wc","diagnosticLab","principalInvestigator","Sample_bcid","collectorList"
"Germany",51.403281,6.995988,346,"1",2019-02-03,"Salamandra","Salamandra salamandra",3,"native",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,4.18029174804701,1.87633666992201,4.93279418945303,9.25638305664069,9.10185564313621,9.40139282226566,-0.197973632811966,0.226708984375023,28.3157176971436,29.508321762085,29.2902450561523,6.68411869866507,6.70748007093157,6.72144400460379,6.70727014541626,6.69289541244507,4.09145177400205e-06,3.86782267014496e-06,2.50486609729705e-06,-3.49200010299683,0.748000025749207,4.96799993515015,6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4000_5044_5045","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-02-28,"Salamandra","Salamandra salamandra",3,"native",3,17,0,20,0,3,17,0,20,0,0,0,0,0,0,1,20,20,4.18029174804701,1.87633666992201,4.93279418945303,9.25638305664069,9.10185564313621,9.40139282226566,5.33696899414105,7.79558715820303,28.3157176971436,29.508321762085,29.2902450561523,6.68411869866507,6.70748007093157,6.72144400460379,6.76868772506714,6.7894721031189,10.6050429982133,9.69121648231521,6.05977206258102,-3.49200010299683,0.748000025749207,4.96799993515015,6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4001_5096_5097","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-03-01,"Salamandra","Salamandra salamandra",3,"native",4,5,0,9,0,4,5,0,9,0,0,0,0,0,0,1,36,36,NA,NA,NA,9.25638305664069,9.10185564313621,9.40139282226566,6.46593627929701,6.82741699218803,NA,NA,NA,6.68411869866507,6.70748007093157,6.72144400460379,6.76708126068115,6.82715225219727,NA,NA,NA,-1.1360000371933,3.59599995613098,8.32400035858154,8.6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4041_5526_5536","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-03-03,"Salamandra","Salamandra salamandra",3,"native",2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1,2,2,1.87633666992201,4.93279418945303,8.072259521484,9.25638305664069,9.10185564313621,9.40139282226566,7.93972167968803,9.37056884765605,29.508321762085,29.2902450561523,29.0044708251953,6.68411869866507,6.70748007093157,6.72144400460379,6.7624888420105,6.84032154083252,3.86782267014496e-06,2.50486609729705e-06,4.19717725890223e-06,-1.1360000371933,3.59599995613098,8.32400035858154,8.6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4003_5094_5095","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-03-26,"Salamandra","Salamandra salamandra",3,"native",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1.87633666992201,4.93279418945303,8.072259521484,9.25638305664069,9.10185564313621,9.40139282226566,10.651025390625,5.06853637695303,29.508321762085,29.2902450561523,29.0044708251953,6.68411869866507,6.70748007093157,6.72144400460379,6.88770055770874,6.88941860198975,3.86782267014496e-06,2.50486609729705e-06,4.19717725890223e-06,-1.1360000371933,3.59599995613098,8.32400035858154,8.6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4060_7967_7968","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-03-28,"Salamandra","Salamandra salamandra",3,"native",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1.87633666992201,4.93279418945303,8.072259521484,9.25638305664069,9.10185564313621,9.40139282226566,7.51348266601605,9.83321533203105,29.508321762085,29.2902450561523,29.0044708251953,6.68411869866507,6.70748007093157,6.72144400460379,6.87830829620361,6.8674521446228,3.86782267014496e-06,2.50486609729705e-06,10.1538112247363,-1.1360000371933,3.59599995613098,8.32400035858154,8.6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4061_7985_7986","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-04-02,"Salamandra","Salamandra salamandra",3,"native",11,31,0,42,0,11,31,0,42,0,0,0,0,0,0,1,42,42,4.93279418945303,8.072259521484,12.400903320312,9.25638305664069,9.10185564313621,9.40139282226566,10.7494140625,9.818109130859,29.2902450561523,29.0044708251953,26.8335952758789,6.68411869866507,6.70748007093157,6.72144400460379,6.85089683532715,6.83608770370483,2.50486609729705e-06,4.19717725890223e-06,1.48362496474874e-06,1.67999994754791,6.45599985122681,11.2200002670288,12.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4081_8225_8226","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-04-08,"Salamandra","Salamandra salamandra",3,"native",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,2,4.93279418945303,8.072259521484,12.400903320312,9.25638305664069,9.10185564313621,9.40139282226566,5.32109985351605,13.585443115234,29.2902450561523,29.0044708251953,26.8335952758789,6.68411869866507,6.70748007093157,6.72144400460379,6.91396999359131,6.8627142906189,2.50486609729705e-06,4.19717725890223e-06,1.48362496474874e-06,1.67999994754791,6.45599985122681,11.2200002670288,12.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4104_9001_9002","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-04-24,"Salamandra","Salamandra salamandra",3,"native",3,17,0,20,0,3,17,0,20,0,0,0,0,0,0,1,20,20,4.93279418945303,8.072259521484,12.400903320312,9.25638305664069,9.10185564313621,9.40139282226566,15.326531982422,16.516015625,29.2902450561523,29.0044708251953,26.8335952758789,6.68411869866507,6.70748007093157,6.72144400460379,6.75378608703613,6.79408597946167,2.50486609729705e-06,4.19717725890223e-06,1.48362496474874e-06,1.67999994754791,6.45599985122681,11.2200002670288,12.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4123_9039_9040","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-04-27,"Salamandra","Salamandra salamandra",3,"native",1,13,0,14,0,1,13,0,14,0,0,0,0,0,0,1,23,23,4.93279418945303,8.072259521484,12.400903320312,9.25638305664069,9.10185564313621,9.40139282226566,15.041345214844,9.07320556640605,29.2902450561523,29.0044708251953,26.8335952758789,6.68411869866507,6.70748007093157,6.72144400460379,6.70391273498535,6.89026689529419,2.50486609729705e-06,10.1538112247363,1.48362496474874e-06,1.67999994754791,6.45599985122681,11.2200002670288,12.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4128_5715_5716","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-05-02,"Salamandra","Salamandra salamandra",3,"native",13,10,0,23,0,13,10,0,23,0,0,0,0,0,0,1,46,46,8.072259521484,12.400903320312,13.314630126953,9.25638305664069,9.10185564313621,9.40139282226566,9.35387573242201,10.772821044922,29.0044708251953,26.8335952758789,27.1342372894287,6.68411869866507,6.70748007093157,6.72144400460379,6.83200454711914,6.81581592559814,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4164_9231_9232","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-05-08,"Salamandra","Salamandra salamandra",3,"native",14,20,1,33,0,14,20,1,33,0,0,0,0,0,0,1,47,47,8.072259521484,12.400903320312,13.314630126953,9.25638305664069,9.10185564313621,9.40139282226566,6.84606323242201,9.59124145507803,29.0044708251953,26.8335952758789,27.1342372894287,6.68411869866507,6.70748007093157,6.72144400460379,6.92989683151245,6.91703319549561,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4223_9351_9352","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-05-17,"Salamandra","Salamandra salamandra",3,"native",1,6,0,7,0,1,6,0,7,0,0,0,0,0,0,1,7,7,8.072259521484,12.400903320312,13.314630126953,9.25638305664069,9.10185564313621,9.40139282226566,10.317376708984,11.179437255859,29.0044708251953,26.8335952758789,27.1342372894287,6.68411869866507,6.70748007093157,6.72144400460379,6.80970478057861,6.85510540008545,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4244_9063_9064","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-05-21,"Salamandra","Salamandra salamandra",3,"native",6,4,0,10,0,6,4,0,10,0,0,0,0,0,0,1,23,23,8.072259521484,12.400903320312,13.314630126953,9.25638305664069,9.10185564313621,9.40139282226566,11.179437255859,12.700982666016,29.0044708251953,26.8335952758789,27.1342372894287,6.68411869866507,6.70748007093157,6.72144400460379,6.85510540008545,6.98171520233154,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4251_10325_10326","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-05-27,"Salamandra","Salamandra salamandra",3,"native",3,5,0,8,0,3,5,0,8,0,0,0,0,0,0,1,8,8,8.072259521484,12.400903320312,13.314630126953,9.25638305664069,9.10185564313621,9.40139282226566,15.802301025391,15.847650146484,29.0044708251953,26.8335952758789,27.1342372894287,6.68411869866507,6.70748007093157,6.72144400460379,6.80473566055298,6.81107139587402,10.1538112247363,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4273_10369_10370","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-09-23,"Salamandra","Salamandra salamandra",3,"native",4,13,0,17,0,4,13,0,17,0,0,0,0,0,0,1,19,19,21.205377197266,21.306695556641,15.672814941406,9.25638305664069,9.10185564313621,9.40139282226566,11.315393066406,15.934289550781,23.6596298217773,24.1709270477295,25.030179977417,6.68411869866507,6.70748007093157,6.72144400460379,6.24022912979126,6.43457984924316,1.52709671965567e-06,2.19076609937474e-06,2.58120835496811e-06,8.62800025939941,12.96399974823,17.3080005645752,14.9,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4286_6841_6842","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-09-29,"Salamandra","Salamandra salamandra",3,"native",1,7,0,8,0,1,7,0,8,0,0,0,0,0,0,1,9,9,NA,NA,NA,9.25638305664069,9.10185564313621,9.40139282226566,15.270288085938,14.948999023438,NA,NA,NA,6.68411869866507,6.70748007093157,6.72144400460379,6.42480230331421,6.61733341217041,NA,NA,NA,8.62800025939941,12.96399974823,17.3080005645752,14.9,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4301_9505_9506","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-09-30,"Salamandra","Salamandra salamandra",3,"native",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,9.25638305664069,9.10185564313621,9.40139282226566,15.442926025391,13.995294189453,NA,NA,NA,6.68411869866507,6.70748007093157,6.72144400460379,6.52219533920288,6.48304414749146,NA,NA,NA,8.62800025939941,12.96399974823,17.3080005645752,14.9,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4308_9595_9596","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-10-04,"Salamandra","Salamandra salamandra",3,"native",2,7,0,9,0,2,7,0,9,0,0,0,0,0,0,2,9,10,NA,NA,NA,9.25638305664069,9.10185564313621,9.40139282226566,13.995294189453,10.536218261719,NA,NA,NA,6.68411869866507,6.70748007093157,6.72144400460379,6.48304414749146,6.63965797424316,NA,NA,NA,4.43599987030029,8.41600036621094,12.4040002822876,14.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4315_10683_10684","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2019-10-06,"Salamandra","Salamandra salamandra",3,"native",2,2,0,4,0,2,2,0,4,0,0,0,0,0,0,3,14,16,NA,NA,NA,9.25638305664069,9.10185564313621,9.40139282226566,10.890252685547,8.63610229492201,NA,NA,NA,6.68411869866507,6.70748007093157,6.72144400460379,6.52873373031616,6.74177932739258,NA,NA,NA,4.43599987030029,8.41600036621094,12.4040002822876,14.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4327_8915_8916","Bsal Consortium Germany"
"Germany",51.403281,6.995988,346,"1",2020-03-08,"Salamandra","Salamandra salamandra",3,"native",1,4,0,5,0,1,4,0,5,0,0,0,0,0,0,1,5,5,3.68010864257803,6.28414306640605,7.29836425781201,9.25638305664069,9.10185564313621,9.40139282226566,4.83977661132803,7.28560791015605,28.4240322113037,29.8278656005859,28.4881324768066,6.68411869866507,6.70748007093157,6.72144400460379,7.37940120697021,7.43740701675415,2.32633065024856e-06,6.46267217234708e-06,2.82568544207606e-06,-1.1360000371933,3.59599995613098,8.32400035858154,8.6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4891_9790_9778","Bsal Consortium Germany"
"Germany",51.404382,6.973143,347,"1",2019-05-17,"Ichthyosaura","Ichthyosaura alpestris",2,"native",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,15,8.072259521484,12.400903320312,13.314630126953,14.1861598423549,11.9514862060547,9.33839024135038,10.317376708984,11.179437255859,29.0044708251953,26.8335952758789,27.1342372894287,6.77043942042759,6.80525660514832,6.83630922862462,6.80970478057861,6.85510540008545,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4463_9393_9394","Bsal Consortium Germany"
"Germany",51.404382,6.973143,347,"1",2019-05-13,"Salamandra","Salamandra salamandra",3,"native",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,8.072259521484,12.400903320312,13.314630126953,14.1861598423549,11.9514862060547,9.33839024135038,12.472863769531,10.317376708984,29.0044708251953,26.8335952758789,27.1342372894287,6.77043942042759,6.80525660514832,6.83630922862462,6.84659290313721,6.80970478057861,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4461_9389_9390","Bsal Consortium Germany"
"Germany",51.404382,6.973143,347,"1",2019-05-17,"Salamandra","Salamandra salamandra",3,"native",5,9,0,14,0,5,9,0,14,0,0,0,0,0,0,2,14,15,8.072259521484,12.400903320312,13.314630126953,14.1861598423549,11.9514862060547,9.33839024135038,10.317376708984,11.179437255859,29.0044708251953,26.8335952758789,27.1342372894287,6.77043942042759,6.80525660514832,6.83630922862462,6.80970478057861,6.85510540008545,4.19717725890223e-06,1.48362496474874e-06,2.59012103924761e-06,6.44799995422363,11.0240001678467,15.5920000076294,15.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4473_10313_10314","Bsal Consortium Germany"
"Germany",51.418056,7.250944,349,"1",2018-04-15,"Salamandra","Salamandra salamandra",3,"native",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,2,-1.29303588867197,3.13292846679701,12.834954833984,7.39397534567218,7.71029585580978,7.48484700520832,11.030877685547,13.083489990234,29.4399147033691,28.4812259674072,29.1370620727539,5.64183266200717,5.61609788168044,5.61081604730515,6.12464046478271,6.2017707824707,6.45044656266691e-07,2.22197577386396e-06,2.13229159271577e-06,4.8600001335144,9.06799983978271,13.2799997329712,5.1,10.3970003128052,7.2073335647583,32.366325378418,562.538146972656,23.0279998779297,0.759999990463257,22.2679996490479,7.29666662216187,6.36533308029175,17.4033336639404,3.68266677856445,80.1,8.2,5,1.49617233276367,23.5,16.6,20.4,19.2,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer3849_5157_5158","Bsal Consortium Germany"
"Germany",51.41865,6.930562,350,"1",2018-09-24,"Ichthyosaura","Ichthyosaura alpestris",2,"native",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,2,24.175714111328,22.101739501953,16.57705078125,12.5136003766741,10.8565558297294,10.1768214634487,19.1673828125,9.82589111328105,21.0407657623291,22.3900318145752,23.7154579162598,6.57146166052137,6.59521065439497,6.60231080225536,5.84170866012573,6.07080364227295,4.95161293656565e-07,1.88056455954211e-06,1.87620826181956e-06,8.62800025939941,12.96399974823,17.3080005645752,14.9,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4504_5522_5532","Bsal Consortium Germany"
"Germany",51.41865,6.930562,350,"1",2019-03-23,"Ichthyosaura","Ichthyosaura alpestris",2,"native",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,3,19,1.87633666992201,4.93279418945303,8.072259521484,12.5136003766741,10.8565558297294,10.1768214634487,5.16948852539105,8.48946533203105,29.508321762085,29.2902450561523,29.0044708251953,6.57146166052137,6.59521065439497,6.60231080225536,6.92554330825806,6.89078760147095,3.86782267014496e-06,2.50486609729705e-06,4.19717725890223e-06,-1.1360000371933,3.59599995613098,8.32400035858154,8.6,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4507_5401_5402","Bsal Consortium Germany"
"Germany",51.41865,6.930562,350,"1",2019-04-25,"Ichthyosaura","Ichthyosaura alpestris",2,"native",0,0,0,0,0,3,29,0,32,0,3,29,0,32,0,2,33,50,4.93279418945303,8.072259521484,12.400903320312,12.5136003766741,10.8565558297294,10.1768214634487,15.382531738281,13.967431640625,29.2902450561523,29.0044708251953,26.8335952758789,6.57146166052137,6.59521065439497,6.60231080225536,6.74316740036011,6.80667638778687,2.50486609729705e-06,4.19717725890223e-06,1.48362496474874e-06,1.67999994754791,6.45599985122681,11.2200002670288,12.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4534_4375_4376","Bsal Consortium Germany"
"Germany",51.41865,6.930562,350,"1",2019-04-25,"Lissotriton","Lissotriton vulgaris",2,"native",0,0,0,0,0,2,15,0,17,0,2,15,0,17,0,2,17,50,4.93279418945303,8.072259521484,12.400903320312,12.5136003766741,10.8565558297294,10.1768214634487,15.382531738281,13.967431640625,29.2902450561523,29.0044708251953,26.8335952758789,6.57146166052137,6.59521065439497,6.60231080225536,6.74316740036011,6.80667638778687,2.50486609729705e-06,4.19717725890223e-06,1.48362496474874e-06,1.67999994754791,6.45599985122681,11.2200002670288,12.2,7.95616674423218,8.75500011444092,34.124568939209,631.231506347656,21.8840007781982,-3.7720000743866,25.6560001373291,12.6586666107178,0.551999986171722,15.9779996871948,0.551999986171722,139.2,15.2,6,2.99422664642334,43.8,20.7,43.2,20.7,"Universities Trier and Braunschweig","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4575_4399_4400","Bsal Consortium Germany"
